user_id,credit_limit,avg_repayment_time,transaction_success_rate,response_speed,discount_hit_rate,commission_acceptance_rate,user_rating,default_count,record_timestamp
IND10067,18994,23.01,0.9286,203.41,0.4004,0.9732,1,0,2024-07-02 14:22:00
IND10067,21275,33.26,0.9539,296.34,0.3689,0.8987,4,0,2024-07-04 18:13:00
IND10067,23766,14.75,0.9894,46.14,0.6894,0.7158,4,0,2024-07-05 16:26:00
IND10067,27089,16.16,0.954,232.21,0.4281,0.9435,2,0,2024-07-11 21:33:00
IND10067,24240,21.71,0.9293,19.97,0.6792,0.7244,1,0,2024-07-13 12:52:00
IND10067,27546,33.06,0.8761,168.6,0.7358,0.8334,5,0,2024-07-15 20:03:00
IND10067,28167,21.69,0.9095,135.05,0.627,0.7006,5,0,2024-07-16 09:57:00
IND10067,21622,37.61,0.9439,31.83,0.2843,0.7148,1,0,2024-07-18 08:59:00
IND10067,25371,7.73,0.9892,261.63,0.7307,0.7319,4,0,2024-07-19 08:35:00
IND10067,21521,40.69,0.9443,137.21,0.2291,0.8499,4,0,2024-07-22 20:19:00
IND10067,27855,25.45,0.87,210.58,0.7963,0.749,1,0,2024-07-24 11:37:00
IND10068,202351,13.18,0.9078,283.47,0.6578,0.9505,4,0,2024-07-02 12:26:00
IND10068,193078,42.05,0.9007,275.02,0.9358,0.8985,3,0,2024-07-04 10:34:00
IND10068,195584,37.48,0.9787,144.45,0.7882,0.9841,5,0,2024-07-05 18:55:00
IND10068,193014,33.68,0.9252,176.1,0.3029,0.9813,1,0,2024-07-10 15:43:00
IND10068,198784,27.92,0.9481,299.48,0.2562,0.7669,4,0,2024-07-12 22:24:00
IND10068,196060,44.25,0.9868,137.35,0.23,0.8087,4,1,2024-07-13 09:43:00
IND10068,195629,32.08,0.896,26.56,0.4573,0.9001,4,0,2024-07-17 10:46:00
IND10068,192927,26.6,0.9899,258.88,0.328,0.831,2,0,2024-07-25 10:49:00
IND10068,196304,27.7,0.9805,268.34,0.5368,0.8378,2,0,2024-07-27 08:48:00
IND10068,193702,43.95,0.8598,248.33,0.6847,0.8942,4,0,2024-07-28 22:58:00
IND10069,163456,16.05,0.9024,182.94,0.4057,0.708,1,0,2024-07-02 20:42:00
IND10069,160591,21.26,0.9108,295.39,0.4192,0.7884,1,0,2024-07-05 16:18:00
IND10069,160069,7.58,0.9514,258.99,0.922,0.8885,1,0,2024-07-08 11:04:00
IND10069,159592,25.5,0.8637,229.43,0.6368,0.756,2,0,2024-07-08 15:22:00
IND10069,165004,3.42,0.9931,70.88,0.7917,0.9324,1,0,2024-07-08 19:02:00
IND10069,167728,4.45,0.9382,253.7,0.2131,0.7147,2,0,2024-07-09 11:59:00
IND10069,160655,25.46,0.9526,65.17,0.5907,0.8407,5,0,2024-07-11 17:38:00
IND10069,164599,4.07,0.9225,14.25,0.8909,0.9928,4,0,2024-07-15 11:34:00
IND10069,167665,6.38,0.9867,247.95,0.77,0.7146,4,1,2024-07-18 14:52:00
IND10069,168897,16.13,0.9403,103.47,0.7827,0.7212,1,0,2024-07-20 08:28:00
IND10069,165046,38.05,0.9573,209.21,0.8698,0.9068,4,0,2024-07-20 20:59:00
IND10069,168205,4.42,0.9621,256.75,0.4146,0.8921,5,0,2024-07-22 19:55:00
IND10069,161051,34.41,0.888,269.57,0.6304,0.8052,2,1,2024-07-25 21:49:00
IND10069,162775,13.42,0.9844,40.01,0.6924,0.9721,2,0,2024-07-27 22:46:00
IND10070,57220,30.2,0.9306,206.37,0.712,0.8886,3,0,2024-07-02 16:37:00
IND10070,65381,12.87,0.8601,87.72,0.8842,0.89,4,0,2024-07-06 20:34:00
IND10070,56351,33.55,0.976,168.04,0.2651,0.7711,5,0,2024-07-08 14:19:00
IND10070,62266,32.93,0.8542,118.84,0.6701,0.7438,4,1,2024-07-08 21:14:00
IND10070,57816,8.19,0.8657,132.65,0.7967,0.7424,2,0,2024-07-10 22:09:00
IND10070,63659,5.37,0.936,38.52,0.537,0.9821,4,1,2024-07-14 10:19:00
IND10070,62112,29.1,0.9983,109.85,0.2463,0.9203,4,0,2024-07-14 16:33:00
IND10070,62390,31.75,0.9511,294.19,0.9392,0.906,5,0,2024-07-16 08:22:00
IND10070,60650,9.4,0.9146,158.05,0.3054,0.8274,2,0,2024-07-21 18:27:00
IND10070,57270,6.6,0.9671,273.96,0.4871,0.8892,4,0,2024-07-26 16:20:00
IND10070,65218,44.13,0.9803,60.45,0.2346,0.8739,3,1,2024-07-28 19:09:00
IND10070,59940,44.97,0.8817,86.9,0.6971,0.9896,4,1,2024-07-30 08:35:00
IND10071,52076,6.02,0.8525,263.32,0.3774,0.7635,1,0,2024-07-07 20:48:00
IND10071,52180,35.61,0.8806,85.59,0.2694,0.8198,4,0,2024-07-08 12:13:00
IND10071,59598,27.04,0.895,19.98,0.6762,0.9577,1,0,2024-07-09 14:43:00
IND10071,58042,2.32,0.9134,218.24,0.532,0.9197,3,0,2024-07-10 22:00:00
IND10071,56915,34.78,0.8716,12.5,0.215,0.876,2,0,2024-07-16 11:55:00
IND10071,56770,40.31,0.972,217.34,0.3866,0.9731,5,0,2024-07-20 08:55:00
IND10071,54604,19.89,0.875,295.99,0.8156,0.7844,3,0,2024-07-21 09:59:00
IND10071,54916,28.75,0.9823,288.13,0.3443,0.9152,5,0,2024-07-24 18:35:00
IND10071,51058,32.47,0.9598,60.45,0.4709,0.8912,5,0,2024-07-24 21:12:00
IND10071,50737,30.29,0.9591,238.09,0.3828,0.7918,4,0,2024-07-28 13:05:00
IND10071,54815,18.46,0.8767,112.0,0.5301,0.7208,2,0,2024-07-30 11:47:00
IND10072,184013,41.99,0.9188,62.67,0.4268,0.7152,3,0,2024-07-10 12:23:00
IND10072,181089,37.76,0.9195,151.18,0.9012,0.8911,3,1,2024-07-13 15:34:00
IND10072,176192,12.68,0.9982,122.92,0.7495,0.9054,3,0,2024-07-14 08:36:00
IND10072,174981,32.9,0.9379,152.79,0.3442,0.8392,2,0,2024-07-18 13:49:00
IND10072,178091,32.19,0.9261,138.04,0.298,0.7873,5,1,2024-07-23 11:25:00
IND10072,175889,3.79,0.881,278.27,0.4746,0.7311,2,0,2024-07-24 10:01:00
IND10072,183771,27.19,0.8664,290.09,0.3311,0.8944,1,0,2024-07-26 19:30:00
IND10072,181940,41.84,0.9566,131.49,0.588,0.7253,5,1,2024-07-29 15:29:00
IND10072,181625,22.62,0.9959,11.41,0.5095,0.7301,3,0,2024-07-30 11:23:00
IND10072,177898,39.28,0.9504,139.94,0.5659,0.7613,4,0,2024-07-30 11:44:00
IND10073,107426,23.64,0.9648,150.73,0.312,0.8945,3,0,2024-07-06 10:46:00
IND10073,105203,7.99,0.928,20.76,0.2605,0.9017,3,0,2024-07-08 14:36:00
IND10073,102036,9.86,0.9351,119.33,0.9237,0.7821,3,0,2024-07-09 20:52:00
IND10073,99134,28.77,0.8963,116.93,0.7773,0.9433,4,0,2024-07-10 10:12:00
IND10073,101870,37.37,0.852,167.18,0.5447,0.8497,4,0,2024-07-15 10:46:00
IND10073,97686,11.16,0.9412,34.3,0.6823,0.9288,5,0,2024-07-16 10:58:00
IND10073,100227,42.27,0.9738,239.48,0.3507,0.9415,2,1,2024-07-16 16:41:00
IND10073,107094,3.35,0.8679,190.47,0.9008,0.762,5,0,2024-07-21 08:33:00
IND10073,104037,25.07,0.9254,84.76,0.726,0.7043,4,0,2024-07-24 18:47:00
IND10073,103394,6.27,0.8636,86.18,0.8561,0.7387,1,0,2024-07-25 08:26:00
IND10073,104017,24.4,0.9504,246.35,0.3955,0.7891,1,0,2024-07-27 21:04:00
IND10073,106635,13.56,0.9997,258.86,0.506,0.9941,5,0,2024-07-30 17:37:00
IND10074,154551,42.19,0.9589,276.15,0.8813,0.8814,4,0,2024-07-01 08:34:00
IND10074,154934,12.47,0.9187,230.26,0.3545,0.9128,3,0,2024-07-01 16:52:00
IND10074,146607,10.24,0.9212,114.83,0.469,0.8588,3,0,2024-07-02 17:40:00
IND10074,152566,35.92,0.8851,195.37,0.3768,0.9141,2,1,2024-07-03 19:09:00
IND10074,148592,3.91,0.8934,140.87,0.2877,0.836,1,1,2024-07-07 16:29:00
IND10074,148944,10.43,0.9916,293.18,0.4822,0.977,2,0,2024-07-08 11:39:00
IND10074,153306,44.07,0.966,40.82,0.7838,0.7512,5,0,2024-07-14 08:01:00
IND10074,146461,15.9,0.9316,170.0,0.4674,0.8342,5,1,2024-07-24 12:34:00
IND10074,151516,14.3,0.9584,284.14,0.8878,0.875,4,0,2024-07-26 22:11:00
IND10074,154767,10.52,0.9812,112.23,0.742,0.7958,1,1,2024-07-30 09:33:00
IND10074,153291,23.2,0.9208,152.19,0.8351,0.9496,5,0,2024-07-30 15:42:00
IND10075,138635,18.49,0.9756,260.94,0.6521,0.9183,4,0,2024-07-03 13:25:00
IND10075,144847,4.71,0.8781,19.42,0.7575,0.917,1,0,2024-07-03 14:24:00
IND10075,144126,42.13,0.9456,242.53,0.5498,0.8085,2,0,2024-07-10 18:52:00
IND10075,143358,13.29,0.9651,278.73,0.5628,0.7947,5,0,2024-07-16 12:02:00
IND10075,136830,23.22,0.9885,14.6,0.7474,0.9666,4,0,2024-07-18 15:03:00
IND10075,136659,18.17,0.9634,166.5,0.2581,0.7054,4,0,2024-07-19 11:44:00
IND10075,144319,23.83,0.9249,41.94,0.4921,0.7723,3,0,2024-07-19 21:06:00
IND10075,145349,7.07,0.9635,37.62,0.2206,0.8211,1,1,2024-07-21 21:41:00
IND10075,144530,40.22,0.9539,80.62,0.8987,0.7315,1,0,2024-07-22 22:17:00
IND10075,144433,10.8,0.935,198.37,0.427,0.838,1,0,2024-07-23 10:05:00
IND10075,144049,30.33,0.9984,86.86,0.704,0.7156,3,0,2024-07-27 13:17:00
IND10075,142983,24.01,0.9291,172.86,0.3281,0.7593,4,0,2024-07-28 14:41:00
IND10075,144670,8.07,0.9881,37.15,0.9163,0.8833,2,0,2024-07-29 21:44:00
IND10075,141184,7.83,0.8718,212.26,0.6821,0.9348,5,1,2024-07-30 08:14:00
IND10076,175307,9.59,0.9934,30.42,0.4662,0.851,3,0,2024-07-01 11:37:00
IND10076,168352,35.45,0.9074,138.51,0.4821,0.8102,3,0,2024-07-01 18:17:00
IND10076,166378,26.19,0.9643,216.95,0.3556,0.8706,1,1,2024-07-04 14:14:00
IND10076,173407,15.03,0.9617,289.69,0.7384,0.9978,1,0,2024-07-11 17:49:00
IND10076,170654,39.96,0.9209,160.71,0.3429,0.8386,3,1,2024-07-13 20:47:00
IND10076,167548,17.56,0.9286,204.51,0.4021,0.7833,4,1,2024-07-16 11:22:00
IND10076,165854,37.93,0.9942,234.77,0.6665,0.882,1,1,2024-07-17 19:22:00
IND10076,174960,28.09,0.875,241.25,0.7401,0.7258,2,0,2024-07-19 11:36:00
IND10076,173120,17.06,0.8625,220.12,0.4336,0.9349,5,0,2024-07-20 14:49:00
IND10076,170412,2.66,0.9671,114.87,0.5048,0.9428,5,0,2024-07-22 08:11:00
IND10076,167796,14.35,0.8992,43.53,0.4915,0.7112,4,1,2024-07-22 22:34:00
IND10076,166850,25.83,0.8762,119.82,0.8324,0.8933,2,0,2024-07-25 21:45:00
IND10076,169475,6.19,0.8955,195.09,0.4625,0.9785,2,0,2024-07-26 19:46:00
IND10076,166464,18.8,0.9499,72.5,0.3658,0.9188,4,0,2024-07-30 09:19:00
IND10077,186664,14.31,0.8871,197.12,0.6882,0.9474,1,0,2024-07-03 12:09:00
IND10077,184745,38.51,0.9165,276.44,0.5303,0.8646,1,0,2024-07-03 13:35:00
IND10077,187780,22.03,0.886,146.24,0.5416,0.8746,3,0,2024-07-04 09:00:00
IND10077,186246,24.61,0.9577,178.62,0.9108,0.7161,3,0,2024-07-04 10:05:00
IND10077,180713,25.14,0.9263,80.51,0.7586,0.7505,5,0,2024-07-10 20:15:00
IND10077,180965,29.85,0.8544,189.25,0.5821,0.8637,4,0,2024-07-14 10:43:00
IND10077,179911,31.68,0.9468,268.7,0.7497,0.8525,2,1,2024-07-14 15:35:00
IND10077,187658,23.65,0.859,275.62,0.6616,0.7578,3,0,2024-07-15 13:48:00
IND10077,182434,26.29,0.8632,129.96,0.7626,0.908,5,1,2024-07-17 14:06:00
IND10077,185407,43.29,0.9491,161.59,0.2177,0.8241,1,0,2024-07-20 17:50:00
IND10077,188851,10.31,0.9926,128.52,0.55,0.7158,5,0,2024-07-22 14:05:00
IND10077,182962,13.77,0.997,182.91,0.7323,0.7022,4,0,2024-07-23 20:40:00
IND10077,184358,26.48,0.9881,290.84,0.6054,0.8375,2,1,2024-07-24 14:20:00
IND10077,185999,4.05,0.9028,258.41,0.497,0.7597,3,0,2024-07-28 14:00:00
IND10078,131870,27.48,0.9224,190.55,0.2075,0.7585,4,0,2024-07-04 10:19:00
IND10078,130993,39.59,0.9562,216.96,0.3893,0.897,2,0,2024-07-05 12:19:00
IND10078,127616,39.91,0.9273,234.65,0.6216,0.8658,5,0,2024-07-06 18:24:00
IND10078,130402,17.33,0.8892,284.51,0.7447,0.7659,3,0,2024-07-09 11:46:00
IND10078,129962,18.5,0.9137,217.26,0.6528,0.7897,1,0,2024-07-13 13:53:00
IND10078,135816,36.29,0.8904,267.36,0.303,0.8009,4,0,2024-07-13 20:05:00
IND10078,127515,40.33,0.9117,52.12,0.5932,0.9889,5,0,2024-07-13 20:55:00
IND10078,133684,23.46,0.9401,28.12,0.7409,0.7691,2,0,2024-07-14 12:26:00
IND10078,136731,25.19,0.9953,150.42,0.2477,0.8655,3,2,2024-07-16 10:04:00
IND10078,134503,13.4,0.9529,285.15,0.401,0.9434,3,0,2024-07-16 20:04:00
IND10078,128060,43.66,0.9571,278.15,0.5878,0.7351,4,0,2024-07-20 17:12:00
IND10078,128564,33.4,0.9081,237.48,0.5697,0.7543,5,0,2024-07-29 11:36:00
IND10079,135016,35.66,0.9768,241.73,0.5814,0.7699,5,1,2024-07-05 12:20:00
IND10079,136332,37.92,0.9048,254.07,0.616,0.9705,3,1,2024-07-06 14:20:00
IND10079,137897,19.34,0.9515,65.08,0.8141,0.735,5,0,2024-07-07 17:34:00
IND10079,134440,2.43,0.8627,244.21,0.7786,0.9745,4,1,2024-07-11 14:52:00
IND10079,139567,17.75,0.8579,228.93,0.9164,0.772,4,0,2024-07-12 09:59:00
IND10079,130668,34.26,0.8976,150.28,0.421,0.7776,3,0,2024-07-13 12:52:00
IND10079,137810,33.8,0.863,204.05,0.5077,0.8412,2,0,2024-07-15 20:18:00
IND10079,140365,13.55,0.9242,34.97,0.6194,0.8508,4,0,2024-07-19 20:15:00
IND10079,134663,20.07,0.9343,11.7,0.2589,0.9644,2,0,2024-07-22 20:35:00
IND10079,133961,8.69,0.8838,71.42,0.7944,0.7561,5,0,2024-07-23 11:30:00
IND10079,135840,37.5,0.859,119.11,0.8942,0.8509,1,0,2024-07-24 15:45:00
IND10079,131191,39.32,0.925,27.79,0.7359,0.887,3,1,2024-07-24 19:40:00
IND10080,112871,39.39,0.9646,81.87,0.2273,0.7306,4,0,2024-07-03 15:38:00
IND10080,113922,20.83,0.9113,134.39,0.6392,0.8564,1,0,2024-07-04 20:15:00
IND10080,114735,7.05,0.8878,277.02,0.6362,0.86,3,0,2024-07-08 12:42:00
IND10080,115511,19.72,0.8708,203.07,0.5935,0.8918,4,0,2024-07-18 08:50:00
IND10080,113608,27.38,0.9134,68.25,0.4293,0.8574,4,0,2024-07-19 14:34:00
IND10080,111016,13.51,0.9116,270.59,0.8722,0.9057,5,1,2024-07-20 18:58:00
IND10080,118717,35.99,0.9181,97.48,0.488,0.9563,4,0,2024-07-22 15:08:00
IND10080,111812,11.13,0.928,147.67,0.3938,0.9456,2,1,2024-07-23 14:50:00
IND10080,115343,27.26,0.8628,140.44,0.7673,0.9382,3,0,2024-07-23 22:51:00
IND10080,119258,34.99,0.9959,92.89,0.2533,0.8037,5,0,2024-07-30 22:55:00
IND10081,132827,37.59,0.9142,182.86,0.2672,0.8012,3,0,2024-07-01 15:06:00
IND10081,142306,39.66,0.9629,15.12,0.5878,0.8589,4,0,2024-07-04 08:06:00
IND10081,133307,18.3,0.8954,143.21,0.8135,0.979,5,0,2024-07-08 15:23:00
IND10081,133649,25.37,0.8609,239.14,0.3633,0.9031,3,0,2024-07-08 16:47:00
IND10081,132579,21.76,0.8835,280.7,0.4584,0.7483,3,0,2024-07-14 22:05:00
IND10081,138840,11.77,0.9009,154.48,0.529,0.7655,4,0,2024-07-15 20:43:00
IND10081,133780,32.94,0.9038,186.91,0.4869,0.7914,5,0,2024-07-18 17:44:00
IND10081,141621,26.61,0.9163,110.55,0.7598,0.9681,2,0,2024-07-21 17:02:00
IND10081,133130,18.97,0.9689,90.95,0.6848,0.962,5,0,2024-07-21 18:41:00
IND10081,135579,19.85,0.8634,136.96,0.3731,0.7874,5,0,2024-07-23 16:09:00
IND10081,135344,7.66,0.9788,193.8,0.3899,0.8666,4,0,2024-07-25 13:50:00
IND10081,134337,2.16,0.8857,282.15,0.3283,0.734,1,0,2024-07-27 19:09:00
IND10082,136014,22.0,0.8595,183.47,0.6514,0.7194,4,1,2024-07-04 15:46:00
IND10082,135955,25.03,0.9904,183.31,0.8071,0.94,2,1,2024-07-06 18:42:00
IND10082,139210,9.73,0.865,25.81,0.6999,0.9423,4,0,2024-07-08 20:25:00
IND10082,134217,43.93,0.8848,265.58,0.4462,0.7339,4,1,2024-07-11 09:19:00
IND10082,140556,33.71,0.9823,135.83,0.7607,0.9999,3,0,2024-07-11 15:50:00
IND10082,136474,29.0,0.9048,165.27,0.7913,0.9454,2,1,2024-07-11 16:27:00
IND10082,136101,11.26,0.9717,67.2,0.3602,0.9028,4,0,2024-07-13 08:47:00
IND10082,141726,14.28,0.9942,100.72,0.2735,0.858,2,0,2024-07-17 10:35:00
IND10082,142473,25.99,0.8956,35.07,0.2011,0.8349,2,1,2024-07-17 15:22:00
IND10082,140863,26.26,0.9115,106.56,0.2937,0.732,1,0,2024-07-22 20:10:00
IND10082,136293,27.95,0.971,55.51,0.2113,0.7938,1,0,2024-07-26 19:07:00
IND10082,134454,17.27,0.9223,155.91,0.437,0.9188,1,2,2024-07-28 13:41:00
IND10083,135377,8.85,0.9952,275.28,0.3252,0.7363,4,0,2024-07-01 19:13:00
IND10083,128534,22.76,0.9489,158.1,0.5578,0.9505,5,0,2024-07-04 13:22:00
IND10083,127121,29.26,0.8608,273.61,0.9183,0.7233,5,0,2024-07-06 13:20:00
IND10083,132814,30.91,0.9297,38.67,0.8091,0.9598,1,0,2024-07-08 12:07:00
IND10083,129295,16.23,0.9756,99.86,0.5806,0.8204,2,1,2024-07-09 20:45:00
IND10083,134650,26.33,0.9423,21.47,0.5023,0.8947,2,0,2024-07-12 19:09:00
IND10083,132544,13.42,0.9651,69.71,0.4413,0.8396,5,2,2024-07-13 17:25:00
IND10083,128093,32.75,0.8972,98.86,0.3142,0.7792,2,0,2024-07-15 09:16:00
IND10083,129400,5.83,0.9267,276.37,0.8781,0.747,2,0,2024-07-15 17:27:00
IND10083,128869,28.66,0.901,258.22,0.526,0.7579,4,0,2024-07-17 18:20:00
IND10083,135597,41.06,0.9672,15.63,0.4453,0.8884,1,0,2024-07-19 09:51:00
IND10083,129198,2.16,0.898,132.31,0.3723,0.7599,4,0,2024-07-20 10:52:00
IND10083,127908,19.89,0.9967,68.16,0.3615,0.7876,1,0,2024-07-22 10:20:00
IND10083,134437,34.8,0.9648,113.32,0.4056,0.9403,3,0,2024-07-30 17:37:00
IND10084,90436,19.77,0.932,136.45,0.7615,0.9484,3,0,2024-07-01 15:08:00
IND10084,93861,24.94,0.85,79.96,0.3562,0.7751,5,0,2024-07-01 20:48:00
IND10084,91605,18.13,0.9263,102.52,0.9267,0.9799,3,1,2024-07-05 10:20:00
IND10084,92184,32.49,0.8532,20.56,0.8769,0.722,2,1,2024-07-10 08:17:00
IND10084,99152,26.48,0.9074,229.58,0.4292,0.8779,5,0,2024-07-13 14:11:00
IND10084,96048,15.78,0.864,133.86,0.2966,0.9843,4,0,2024-07-14 17:08:00
IND10084,92204,31.84,0.8739,269.92,0.5034,0.8367,4,0,2024-07-14 19:53:00
IND10084,95101,28.72,0.8558,64.16,0.8234,0.93,4,0,2024-07-16 10:05:00
IND10084,97729,21.21,0.8511,247.63,0.4699,0.8622,2,0,2024-07-18 10:31:00
IND10084,93178,37.12,0.9939,239.87,0.6529,0.848,2,0,2024-07-18 12:10:00
IND10084,99428,40.82,0.9776,130.15,0.2843,0.7227,4,0,2024-07-20 08:55:00
IND10084,90651,20.47,0.9206,55.64,0.2233,0.9841,5,0,2024-07-21 15:26:00
IND10084,94982,4.02,0.9349,231.36,0.3024,0.7686,4,1,2024-07-21 16:44:00
IND10084,99023,30.91,0.9263,219.13,0.4645,0.7977,2,0,2024-07-27 14:35:00
IND10085,54543,29.78,0.8726,280.47,0.4873,0.9189,5,0,2024-07-04 12:49:00
IND10085,55286,31.6,0.8738,238.43,0.4333,0.7981,5,0,2024-07-05 20:13:00
IND10085,50608,20.77,0.9451,140.52,0.4534,0.8164,5,0,2024-07-07 14:06:00
IND10085,52238,5.69,0.8636,277.73,0.717,0.7381,2,0,2024-07-07 20:47:00
IND10085,57928,26.68,0.9456,171.45,0.7537,0.8007,4,0,2024-07-09 13:55:00
IND10085,51815,24.43,0.852,15.64,0.9297,0.7664,2,0,2024-07-10 21:02:00
IND10085,54227,21.78,0.8947,19.55,0.6426,0.8572,1,0,2024-07-15 21:07:00
IND10085,57232,41.43,0.9995,54.57,0.8472,0.7798,4,0,2024-07-18 16:07:00
IND10085,52819,4.88,0.8542,80.98,0.8611,0.8248,5,0,2024-07-21 14:10:00
IND10085,51202,38.05,0.9481,89.87,0.9258,0.7965,5,2,2024-07-23 13:55:00
IND10085,53925,2.13,0.8514,244.55,0.3945,0.8908,5,0,2024-07-24 20:49:00
IND10085,53090,7.15,0.9704,81.62,0.8747,0.9732,1,1,2024-07-25 19:28:00
IND10085,58885,7.83,0.9171,250.53,0.427,0.8403,5,0,2024-07-27 13:34:00
IND10086,115406,21.7,0.8894,80.11,0.5623,0.966,2,0,2024-07-05 19:20:00
IND10086,112409,23.74,0.8616,98.8,0.6917,0.7718,1,0,2024-07-05 20:50:00
IND10086,116429,42.67,0.8699,234.66,0.3986,0.9801,5,0,2024-07-09 21:32:00
IND10086,120752,12.05,0.9114,236.22,0.7784,0.7684,4,1,2024-07-16 10:36:00
IND10086,119919,6.87,0.9659,152.64,0.7882,0.8752,1,0,2024-07-19 13:34:00
IND10086,114356,5.03,0.8917,104.11,0.9088,0.7848,3,0,2024-07-20 16:10:00
IND10086,114796,23.58,0.9408,172.37,0.5648,0.8515,3,0,2024-07-21 14:24:00
IND10086,118617,24.67,0.9646,11.47,0.8883,0.7592,3,1,2024-07-23 12:18:00
IND10086,112501,5.01,0.9797,154.87,0.5289,0.8833,2,0,2024-07-23 21:08:00
IND10086,113390,17.32,0.8651,288.95,0.6895,0.8368,2,0,2024-07-25 21:43:00
IND10086,112117,13.62,0.9734,160.31,0.5464,0.7943,4,0,2024-07-30 08:17:00
IND10087,96676,25.25,0.9952,84.0,0.8439,0.8639,5,0,2024-07-01 21:49:00
IND10087,95807,4.17,0.8657,265.49,0.5956,0.9475,1,1,2024-07-02 09:40:00
IND10087,104100,16.01,0.9726,128.55,0.4451,0.9235,3,0,2024-07-11 16:36:00
IND10087,102080,39.1,0.8744,245.6,0.84,0.9743,5,0,2024-07-13 11:27:00
IND10087,101539,5.56,0.9873,95.07,0.568,0.8316,1,0,2024-07-13 16:47:00
IND10087,100660,26.33,0.9572,281.93,0.8842,0.9838,3,0,2024-07-15 15:20:00
IND10087,100260,15.79,0.9329,24.65,0.2329,0.9161,2,0,2024-07-16 12:20:00
IND10087,102772,18.61,0.9227,112.95,0.4405,0.9892,2,0,2024-07-19 21:31:00
IND10087,99344,13.31,0.8837,145.0,0.3988,0.9203,1,0,2024-07-21 20:56:00
IND10087,97555,42.57,0.9854,262.93,0.2534,0.9563,3,0,2024-07-23 22:56:00
IND10087,98851,25.39,0.9008,147.3,0.6599,0.9606,1,0,2024-07-24 15:40:00
IND10087,100776,43.63,0.9669,16.51,0.6499,0.9086,3,1,2024-07-28 09:50:00
IND10087,98755,20.5,0.9813,97.42,0.2709,0.9275,3,0,2024-07-29 18:48:00
IND10088,19073,12.07,0.8904,199.88,0.4926,0.7584,1,0,2024-07-01 11:30:00
IND10088,22395,30.13,0.93,283.77,0.4972,0.9082,2,0,2024-07-02 14:40:00
IND10088,20711,39.05,0.9913,160.36,0.4642,0.7702,3,0,2024-07-03 13:42:00
IND10088,19076,10.94,0.972,225.42,0.6962,0.7709,3,0,2024-07-03 18:23:00
IND10088,19583,38.23,0.9584,32.62,0.2796,0.8478,1,0,2024-07-04 22:54:00
IND10088,22036,24.13,0.8659,211.28,0.5894,0.7894,1,0,2024-07-05 17:14:00
IND10088,25013,13.81,0.9832,21.77,0.8853,0.9499,4,0,2024-07-07 19:58:00
IND10088,23146,23.34,0.9317,58.85,0.7703,0.9955,2,1,2024-07-14 18:05:00
IND10088,22321,40.52,0.948,111.23,0.9247,0.9405,2,0,2024-07-15 15:00:00
IND10088,22804,7.2,0.8618,162.92,0.5021,0.8766,5,0,2024-07-22 15:00:00
IND10088,22501,7.29,0.9429,205.9,0.783,0.867,3,0,2024-07-24 19:48:00
IND10088,16068,43.82,0.941,44.78,0.4405,0.9603,2,0,2024-07-28 22:56:00
IND10088,16408,3.34,0.995,162.71,0.4275,0.8088,2,0,2024-07-29 18:19:00
IND10089,80271,26.61,0.9107,115.45,0.3626,0.9009,1,1,2024-07-04 13:23:00
IND10089,83220,5.85,0.9151,113.18,0.5871,0.7915,3,0,2024-07-05 14:49:00
IND10089,77038,36.94,0.8693,15.33,0.7172,0.7904,1,0,2024-07-08 14:05:00
IND10089,75446,25.83,0.9291,222.93,0.2413,0.9664,1,0,2024-07-17 17:00:00
IND10089,76548,21.78,0.879,71.01,0.2173,0.969,5,0,2024-07-21 10:28:00
IND10089,83758,15.1,0.8773,34.91,0.7356,0.7589,2,0,2024-07-21 18:09:00
IND10089,82062,14.31,0.9136,198.46,0.2185,0.9431,4,0,2024-07-23 10:30:00
IND10089,74972,14.02,0.8691,195.39,0.2564,0.7403,3,0,2024-07-24 11:40:00
IND10089,81081,9.52,0.9981,172.73,0.7156,0.7976,3,0,2024-07-27 09:55:00
IND10089,78854,38.22,0.9641,58.78,0.8252,0.7585,2,1,2024-07-30 14:39:00
IND10090,173588,23.38,0.8641,94.31,0.9378,0.9882,2,0,2024-07-03 22:06:00
IND10090,169822,43.78,0.8914,239.79,0.3689,0.9044,3,0,2024-07-07 16:38:00
IND10090,175548,28.09,0.9896,252.71,0.9466,0.7068,5,0,2024-07-07 19:25:00
IND10090,169757,23.38,0.9501,13.7,0.8537,0.834,2,0,2024-07-08 12:41:00
IND10090,172894,33.2,0.8622,217.77,0.3872,0.9633,1,0,2024-07-08 16:38:00
IND10090,178504,29.98,0.9421,106.9,0.8134,0.7115,4,1,2024-07-12 14:20:00
IND10090,178326,23.75,0.9341,221.3,0.4661,0.8838,2,0,2024-07-16 14:07:00
IND10090,173396,38.38,0.9141,88.95,0.4881,0.9508,2,0,2024-07-16 18:38:00
IND10090,173405,38.14,0.9552,238.82,0.4632,0.8214,1,0,2024-07-17 22:00:00
IND10090,174099,23.0,0.9007,169.29,0.7613,0.9352,3,0,2024-07-21 08:50:00
IND10090,176180,27.77,0.9711,41.71,0.498,0.8011,5,0,2024-07-24 17:18:00
IND10090,172650,22.62,0.9051,275.01,0.4762,0.812,2,0,2024-07-25 09:37:00
IND10090,170524,5.37,0.8609,256.59,0.3596,0.9006,1,0,2024-07-28 21:42:00
