user_id,amount,timestamp,merchant_category,city,device_type,payment_method,is_fraud,hour_of_day,day_of_week,transaction_date,device_code,payment_code,city_code,merchant_code
IND10070,31188.88,2024-07-28 09:00:00,Department Store,Bengaluru,Mobile,Credit Card,0,9,6,2024-07-28,0,1,2,4
IND10070,4956.02,2024-08-03 21:45:00,Department Store,Delhi,Tablet,UPI,0,21,5,2024-08-03,2,0,1,4
IND10070,8619.83,2024-08-03 13:45:00,Travel Agency,Bengaluru,Tablet,UPI,0,13,5,2024-08-03,2,0,2,5
IND10070,42105.2,2024-07-17 06:45:00,Jewelry,Hyderabad,Tablet,UPI,1,6,2,2024-07-17,2,0,4,3
IND10070,23443.52,2024-07-29 18:15:00,Electronics,Mumbai,Mobile,Credit Card,0,18,0,2024-07-29,0,1,0,1
IND10070,22141.52,2024-07-15 15:45:00,Pharmacy,Delhi,Desktop,Credit Card,0,15,0,2024-07-15,1,1,1,7
IND10070,4448.14,2024-07-23 05:15:00,Electronics,Delhi,Mobile,Credit Card,0,5,1,2024-07-23,0,1,1,1
IND10070,29047.16,2024-08-12 07:45:00,Restaurant,Mumbai,Desktop,Debit Card,0,7,0,2024-08-12,1,2,0,2
IND10070,14013.02,2024-07-16 00:00:00,Department Store,Hyderabad,Tablet,Credit Card,0,0,1,2024-07-16,2,1,4,4
IND10070,6810.24,2024-08-02 12:15:00,Jewelry,Hyderabad,Desktop,Credit Card,0,12,4,2024-08-02,1,1,4,3
IND10071,4161.13,2024-07-20 04:45:00,Grocery Store,Chennai,Desktop,Credit Card,0,4,5,2024-07-20,1,1,3,0
IND10071,48301.98,2024-07-23 19:45:00,Electronics,Delhi,Mobile,UPI,0,19,1,2024-07-23,0,0,1,1
IND10071,42303.91,2024-07-28 14:00:00,Travel Agency,Bengaluru,Mobile,Debit Card,1,14,6,2024-07-28,0,2,2,5
IND10071,17258.76,2024-08-03 21:30:00,Restaurant,Mumbai,Tablet,Credit Card,0,21,5,2024-08-03,2,1,0,2
IND10071,9575.61,2024-08-12 06:00:00,Restaurant,Delhi,Mobile,Credit Card,0,6,0,2024-08-12,0,1,1,2
IND10071,42120.6,2024-07-25 15:30:00,Restaurant,Mumbai,Mobile,UPI,0,15,3,2024-07-25,0,0,0,2
IND10071,47622.02,2024-08-06 06:30:00,Travel Agency,Chennai,Desktop,Credit Card,1,6,1,2024-08-06,1,1,3,5
IND10071,35645.51,2024-07-28 01:00:00,Electronics,Delhi,Desktop,Debit Card,1,1,6,2024-07-28,1,2,1,1
IND10071,46812.14,2024-07-17 07:45:00,Pharmacy,Mumbai,Desktop,Credit Card,0,7,2,2024-07-17,1,1,0,7
IND10071,41008.75,2024-07-25 14:00:00,Clothing,Hyderabad,Tablet,Credit Card,0,14,3,2024-07-25,2,1,4,6
IND10072,48624.33,2024-08-10 22:15:00,Department Store,Chennai,Desktop,Credit Card,0,22,5,2024-08-10,1,1,3,4
IND10072,13590.9,2024-07-22 20:30:00,Pharmacy,Chennai,Desktop,Credit Card,0,20,0,2024-07-22,1,1,3,7
IND10072,49066.64,2024-07-22 12:30:00,Restaurant,Hyderabad,Tablet,Debit Card,0,12,0,2024-07-22,2,2,4,2
IND10072,41573.42,2024-07-28 00:45:00,Department Store,Hyderabad,Mobile,UPI,0,0,6,2024-07-28,0,0,4,4
IND10072,44241.99,2024-08-01 10:30:00,Electronics,Chennai,Tablet,Credit Card,1,10,3,2024-08-01,2,1,3,1
IND10072,31594.09,2024-07-31 07:45:00,Jewelry,Delhi,Mobile,UPI,0,7,2,2024-07-31,0,0,1,3
IND10072,12360.25,2024-07-16 20:45:00,Department Store,Delhi,Desktop,UPI,0,20,1,2024-07-16,1,0,1,4
IND10072,46787.6,2024-07-15 10:45:00,Grocery Store,Delhi,Desktop,Credit Card,0,10,0,2024-07-15,1,1,1,0
IND10072,26616.72,2024-07-18 22:15:00,Pharmacy,Hyderabad,Tablet,Debit Card,0,22,3,2024-07-18,2,2,4,7
IND10072,22488.69,2024-07-26 18:45:00,Grocery Store,Delhi,Desktop,Credit Card,0,18,4,2024-07-26,1,1,1,0
IND10072,46416.71,2024-07-24 14:30:00,Pharmacy,Bengaluru,Tablet,Debit Card,0,14,2,2024-07-24,2,2,2,7
IND10072,32341.78,2024-07-18 03:00:00,Department Store,Chennai,Tablet,UPI,0,3,3,2024-07-18,2,0,3,4
IND10073,26983.49,2024-07-27 17:30:00,Restaurant,Mumbai,Desktop,Credit Card,0,17,5,2024-07-27,1,1,0,2
IND10073,322.69,2024-07-23 19:45:00,Electronics,Bengaluru,Mobile,UPI,0,19,1,2024-07-23,0,0,2,1
IND10073,18196.09,2024-08-06 19:45:00,Jewelry,Mumbai,Desktop,Debit Card,1,19,1,2024-08-06,1,2,0,3
IND10073,14730.59,2024-07-16 21:00:00,Clothing,Bengaluru,Mobile,UPI,0,21,1,2024-07-16,0,0,2,6
IND10073,42121.3,2024-07-15 16:15:00,Department Store,Hyderabad,Mobile,UPI,0,16,0,2024-07-15,0,0,4,4
IND10073,1380.51,2024-07-30 18:00:00,Jewelry,Chennai,Mobile,Debit Card,0,18,1,2024-07-30,0,2,3,3
IND10073,26737.37,2024-07-30 20:15:00,Pharmacy,Chennai,Tablet,UPI,0,20,1,2024-07-30,2,0,3,7
IND10073,33431.65,2024-08-04 15:00:00,Jewelry,Bengaluru,Mobile,UPI,1,15,6,2024-08-04,0,0,2,3
IND10073,18093.6,2024-07-28 02:45:00,Department Store,Bengaluru,Desktop,UPI,0,2,6,2024-07-28,1,0,2,4
IND10073,36786.19,2024-07-31 20:30:00,Restaurant,Chennai,Desktop,Debit Card,0,20,2,2024-07-31,1,2,3,2
IND10073,47639.96,2024-07-18 19:00:00,Grocery Store,Mumbai,Tablet,Credit Card,0,19,3,2024-07-18,2,1,0,0
IND10073,16678.97,2024-07-16 23:30:00,Clothing,Chennai,Tablet,Debit Card,0,23,1,2024-07-16,2,2,3,6
IND10074,38794.59,2024-07-30 03:15:00,Grocery Store,Bengaluru,Mobile,Credit Card,0,3,1,2024-07-30,0,1,2,0
IND10074,14820.14,2024-08-10 21:45:00,Travel Agency,Chennai,Desktop,UPI,0,21,5,2024-08-10,1,0,3,5
IND10074,11357.64,2024-08-08 00:45:00,Travel Agency,Delhi,Desktop,Debit Card,0,0,3,2024-08-08,1,2,1,5
IND10074,9310.83,2024-07-24 16:30:00,Travel Agency,Chennai,Mobile,UPI,0,16,2,2024-07-24,0,0,3,5
IND10074,9215.26,2024-08-01 17:30:00,Jewelry,Delhi,Mobile,Credit Card,0,17,3,2024-08-01,0,1,1,3
IND10074,16025.55,2024-08-13 07:00:00,Grocery Store,Hyderabad,Mobile,UPI,0,7,1,2024-08-13,0,0,4,0
IND10074,30631.04,2024-08-02 02:45:00,Electronics,Delhi,Tablet,Debit Card,1,2,4,2024-08-02,2,2,1,1
IND10074,42966.01,2024-07-17 00:45:00,Jewelry,Bengaluru,Tablet,Credit Card,1,0,2,2024-07-17,2,1,2,3
IND10074,19931.59,2024-07-30 04:15:00,Grocery Store,Mumbai,Tablet,UPI,0,4,1,2024-07-30,2,0,0,0
IND10074,42591.34,2024-08-02 11:30:00,Pharmacy,Delhi,Tablet,Credit Card,0,11,4,2024-08-02,2,1,1,7
IND10074,11379.73,2024-07-27 00:00:00,Jewelry,Bengaluru,Mobile,Credit Card,0,0,5,2024-07-27,0,1,2,3
IND10075,17038.67,2024-07-22 09:45:00,Travel Agency,Delhi,Tablet,Credit Card,0,9,0,2024-07-22,2,1,1,5
IND10075,9997.7,2024-07-18 19:30:00,Department Store,Chennai,Mobile,Credit Card,0,19,3,2024-07-18,0,1,3,4
IND10075,668.55,2024-08-11 18:30:00,Department Store,Mumbai,Mobile,Debit Card,0,18,6,2024-08-11,0,2,0,4
IND10075,20230.95,2024-08-09 21:00:00,Department Store,Bengaluru,Mobile,Credit Card,0,21,4,2024-08-09,0,1,2,4
IND10075,18041.5,2024-07-19 01:15:00,Travel Agency,Delhi,Desktop,UPI,0,1,4,2024-07-19,1,0,1,5
IND10075,41496.68,2024-08-13 12:30:00,Pharmacy,Hyderabad,Tablet,Debit Card,0,12,1,2024-08-13,2,2,4,7
IND10075,45580.3,2024-07-31 22:15:00,Travel Agency,Mumbai,Desktop,Credit Card,0,22,2,2024-07-31,1,1,0,5
IND10075,30310.25,2024-07-28 16:15:00,Travel Agency,Chennai,Mobile,UPI,1,16,6,2024-07-28,0,0,3,5
IND10075,41343.87,2024-08-04 07:15:00,Travel Agency,Mumbai,Mobile,Debit Card,0,7,6,2024-08-04,0,2,0,5
IND10075,16000.11,2024-08-13 17:15:00,Jewelry,Hyderabad,Tablet,UPI,1,17,1,2024-08-13,2,0,4,3
IND10075,43205.29,2024-07-26 07:15:00,Grocery Store,Delhi,Tablet,Credit Card,0,7,4,2024-07-26,2,1,1,0
IND10075,22507.63,2024-08-03 05:15:00,Pharmacy,Hyderabad,Mobile,Credit Card,0,5,5,2024-08-03,0,1,4,7
IND10076,7944.31,2024-07-15 03:00:00,Clothing,Chennai,Desktop,UPI,0,3,0,2024-07-15,1,0,3,6
IND10076,32086.78,2024-07-30 22:45:00,Jewelry,Mumbai,Tablet,Debit Card,0,22,1,2024-07-30,2,2,0,3
IND10076,37725.2,2024-07-31 07:15:00,Grocery Store,Delhi,Desktop,Debit Card,0,7,2,2024-07-31,1,2,1,0
IND10076,5048.44,2024-07-19 20:45:00,Jewelry,Bengaluru,Mobile,UPI,0,20,4,2024-07-19,0,0,2,3
IND10076,45614.53,2024-08-04 10:00:00,Restaurant,Delhi,Mobile,UPI,0,10,6,2024-08-04,0,0,1,2
IND10076,44194.0,2024-07-19 12:30:00,Grocery Store,Bengaluru,Tablet,Credit Card,0,12,4,2024-07-19,2,1,2,0
IND10076,9348.33,2024-08-13 17:45:00,Clothing,Bengaluru,Desktop,Credit Card,0,17,1,2024-08-13,1,1,2,6
IND10076,20631.59,2024-07-25 06:00:00,Restaurant,Hyderabad,Mobile,UPI,0,6,3,2024-07-25,0,0,4,2
IND10076,33679.8,2024-07-15 09:00:00,Department Store,Bengaluru,Mobile,Debit Card,1,9,0,2024-07-15,0,2,2,4
IND10076,4409.22,2024-07-20 16:00:00,Clothing,Hyderabad,Mobile,UPI,0,16,5,2024-07-20,0,0,4,6
IND10076,12689.29,2024-08-08 21:45:00,Travel Agency,Hyderabad,Mobile,UPI,0,21,3,2024-08-08,0,0,4,5
IND10076,32224.28,2024-07-23 21:45:00,Travel Agency,Bengaluru,Desktop,Debit Card,0,21,1,2024-07-23,1,2,2,5
IND10077,43749.79,2024-08-11 18:00:00,Grocery Store,Mumbai,Mobile,Credit Card,0,18,6,2024-08-11,0,1,0,0
IND10077,23734.71,2024-08-13 13:30:00,Clothing,Mumbai,Tablet,UPI,0,13,1,2024-08-13,2,0,0,6
IND10077,11906.24,2024-08-07 21:30:00,Restaurant,Chennai,Desktop,Credit Card,0,21,2,2024-08-07,1,1,3,2
IND10077,47986.82,2024-08-11 00:15:00,Department Store,Hyderabad,Desktop,Debit Card,0,0,6,2024-08-11,1,2,4,4
IND10077,33550.75,2024-07-26 06:30:00,Clothing,Hyderabad,Tablet,Debit Card,0,6,4,2024-07-26,2,2,4,6
IND10077,46009.88,2024-08-02 16:45:00,Restaurant,Delhi,Tablet,Debit Card,0,16,4,2024-08-02,2,2,1,2
IND10077,43633.38,2024-07-26 22:45:00,Travel Agency,Delhi,Mobile,Debit Card,0,22,4,2024-07-26,0,2,1,5
IND10077,14627.11,2024-07-17 12:30:00,Grocery Store,Chennai,Desktop,UPI,0,12,2,2024-07-17,1,0,3,0
IND10077,30528.77,2024-07-25 02:15:00,Clothing,Delhi,Tablet,Debit Card,0,2,3,2024-07-25,2,2,1,6
IND10077,16591.23,2024-07-18 10:45:00,Pharmacy,Delhi,Desktop,Credit Card,0,10,3,2024-07-18,1,1,1,7
IND10077,23381.68,2024-08-12 01:00:00,Electronics,Mumbai,Desktop,Debit Card,0,1,0,2024-08-12,1,2,0,1
IND10078,13579.57,2024-08-02 22:00:00,Clothing,Delhi,Desktop,Debit Card,0,22,4,2024-08-02,1,2,1,6
IND10078,33618.54,2024-07-23 15:15:00,Electronics,Mumbai,Mobile,UPI,1,15,1,2024-07-23,0,0,0,1
IND10078,26850.76,2024-07-22 11:30:00,Department Store,Bengaluru,Desktop,UPI,0,11,0,2024-07-22,1,0,2,4
IND10078,3416.97,2024-08-08 23:15:00,Department Store,Delhi,Desktop,Debit Card,0,23,3,2024-08-08,1,2,1,4
IND10078,7640.34,2024-07-24 09:00:00,Clothing,Mumbai,Tablet,UPI,0,9,2,2024-07-24,2,0,0,6
IND10078,30535.98,2024-07-31 01:00:00,Electronics,Delhi,Tablet,UPI,0,1,2,2024-07-31,2,0,1,1
IND10078,2630.29,2024-08-05 20:30:00,Department Store,Mumbai,Desktop,Credit Card,0,20,0,2024-08-05,1,1,0,4
IND10078,46209.22,2024-07-20 10:30:00,Pharmacy,Bengaluru,Tablet,UPI,0,10,5,2024-07-20,2,0,2,7
IND10078,11533.61,2024-08-06 05:00:00,Restaurant,Bengaluru,Mobile,Debit Card,0,5,1,2024-08-06,0,2,2,2
IND10078,7671.2,2024-07-19 07:30:00,Electronics,Hyderabad,Mobile,Credit Card,0,7,4,2024-07-19,0,1,4,1
IND10078,45992.16,2024-07-15 22:45:00,Grocery Store,Delhi,Desktop,UPI,0,22,0,2024-07-15,1,0,1,0
IND10078,11791.66,2024-07-27 15:00:00,Clothing,Hyderabad,Desktop,Debit Card,0,15,5,2024-07-27,1,2,4,6
IND10079,39435.49,2024-08-09 12:15:00,Restaurant,Mumbai,Mobile,Debit Card,0,12,4,2024-08-09,0,2,0,2
IND10079,39869.21,2024-07-17 03:45:00,Clothing,Delhi,Tablet,Credit Card,0,3,2,2024-07-17,2,1,1,6
IND10079,45350.04,2024-07-28 18:45:00,Restaurant,Chennai,Desktop,UPI,0,18,6,2024-07-28,1,0,3,2
IND10079,223.61,2024-08-05 00:30:00,Travel Agency,Mumbai,Tablet,Debit Card,0,0,0,2024-08-05,2,2,0,5
IND10079,39732.51,2024-08-05 16:30:00,Jewelry,Bengaluru,Mobile,Debit Card,0,16,0,2024-08-05,0,2,2,3
IND10079,16320.93,2024-08-07 19:00:00,Restaurant,Delhi,Tablet,Debit Card,0,19,2,2024-08-07,2,2,1,2
IND10079,34080.24,2024-07-18 18:00:00,Jewelry,Bengaluru,Mobile,UPI,0,18,3,2024-07-18,0,0,2,3
IND10079,27721.0,2024-07-20 09:00:00,Grocery Store,Hyderabad,Tablet,Credit Card,0,9,5,2024-07-20,2,1,4,0
IND10079,26079.06,2024-07-17 22:45:00,Grocery Store,Delhi,Desktop,UPI,0,22,2,2024-07-17,1,0,1,0
IND10079,6019.35,2024-07-24 22:00:00,Travel Agency,Bengaluru,Mobile,UPI,0,22,2,2024-07-24,0,0,2,5
IND10079,11016.9,2024-08-12 14:30:00,Travel Agency,Delhi,Desktop,Debit Card,0,14,0,2024-08-12,1,2,1,5
IND10079,44432.52,2024-08-06 04:30:00,Travel Agency,Bengaluru,Tablet,UPI,1,4,1,2024-08-06,2,0,2,5
IND10079,23657.03,2024-08-13 10:30:00,Department Store,Bengaluru,Tablet,Debit Card,0,10,1,2024-08-13,2,2,2,4
IND10080,1506.05,2024-08-13 01:00:00,Clothing,Bengaluru,Mobile,Debit Card,1,1,1,2024-08-13,0,2,2,6
IND10080,30490.18,2024-08-11 13:45:00,Department Store,Chennai,Desktop,UPI,0,13,6,2024-08-11,1,0,3,4
IND10080,49057.35,2024-07-26 12:15:00,Travel Agency,Bengaluru,Desktop,UPI,0,12,4,2024-07-26,1,0,2,5
IND10080,45747.38,2024-08-02 05:45:00,Clothing,Hyderabad,Desktop,UPI,0,5,4,2024-08-02,1,0,4,6
IND10080,1635.05,2024-08-10 11:30:00,Department Store,Hyderabad,Mobile,UPI,0,11,5,2024-08-10,0,0,4,4
IND10080,16577.87,2024-08-06 20:00:00,Department Store,Delhi,Mobile,UPI,0,20,1,2024-08-06,0,0,1,4
IND10080,34937.88,2024-08-12 01:00:00,Travel Agency,Chennai,Mobile,Credit Card,1,1,0,2024-08-12,0,1,3,5
IND10080,16578.33,2024-08-13 05:15:00,Pharmacy,Mumbai,Tablet,Credit Card,0,5,1,2024-08-13,2,1,0,7
IND10080,37795.27,2024-08-09 03:30:00,Clothing,Hyderabad,Desktop,UPI,0,3,4,2024-08-09,1,0,4,6
IND10080,6052.75,2024-08-07 12:30:00,Department Store,Chennai,Desktop,Credit Card,0,12,2,2024-08-07,1,1,3,4
IND10080,25565.76,2024-08-13 03:45:00,Clothing,Mumbai,Mobile,UPI,0,3,1,2024-08-13,0,0,0,6
IND10080,6473.56,2024-07-15 00:15:00,Travel Agency,Hyderabad,Mobile,Credit Card,0,0,0,2024-07-15,0,1,4,5
IND10080,32637.51,2024-07-22 18:45:00,Grocery Store,Bengaluru,Desktop,Debit Card,0,18,0,2024-07-22,1,2,2,0
IND10081,24617.07,2024-07-15 08:15:00,Department Store,Hyderabad,Desktop,Debit Card,1,8,0,2024-07-15,1,2,4,4
IND10081,18303.65,2024-08-07 06:00:00,Electronics,Mumbai,Desktop,Debit Card,0,6,2,2024-08-07,1,2,0,1
IND10081,44910.2,2024-07-21 03:45:00,Department Store,Delhi,Desktop,Debit Card,0,3,6,2024-07-21,1,2,1,4
IND10081,23208.7,2024-08-01 00:45:00,Travel Agency,Chennai,Mobile,Credit Card,0,0,3,2024-08-01,0,1,3,5
IND10081,25421.62,2024-07-18 01:45:00,Clothing,Chennai,Desktop,Debit Card,0,1,3,2024-07-18,1,2,3,6
IND10081,35855.28,2024-08-02 21:30:00,Pharmacy,Chennai,Tablet,Debit Card,0,21,4,2024-08-02,2,2,3,7
IND10081,25563.92,2024-07-23 04:15:00,Grocery Store,Hyderabad,Tablet,Credit Card,0,4,1,2024-07-23,2,1,4,0
IND10081,21667.18,2024-07-28 13:15:00,Electronics,Chennai,Desktop,Debit Card,0,13,6,2024-07-28,1,2,3,1
IND10081,45553.56,2024-08-11 22:45:00,Department Store,Chennai,Mobile,Debit Card,0,22,6,2024-08-11,0,2,3,4
IND10081,15521.44,2024-08-08 00:45:00,Grocery Store,Bengaluru,Desktop,UPI,0,0,3,2024-08-08,1,0,2,0
IND10081,3507.29,2024-08-11 00:30:00,Grocery Store,Hyderabad,Desktop,Debit Card,0,0,6,2024-08-11,1,2,4,0
IND10081,3712.09,2024-08-02 01:00:00,Jewelry,Chennai,Mobile,UPI,0,1,4,2024-08-02,0,0,3,3
IND10081,36223.29,2024-07-25 21:00:00,Clothing,Delhi,Mobile,Debit Card,0,21,3,2024-07-25,0,2,1,6
IND10082,19822.15,2024-08-04 07:45:00,Travel Agency,Hyderabad,Desktop,Debit Card,0,7,6,2024-08-04,1,2,4,5
IND10082,32545.23,2024-07-20 22:15:00,Jewelry,Mumbai,Tablet,Debit Card,1,22,5,2024-07-20,2,2,0,3
IND10082,21000.39,2024-07-17 04:00:00,Pharmacy,Mumbai,Tablet,Credit Card,0,4,2,2024-07-17,2,1,0,7
IND10082,3414.85,2024-08-09 02:15:00,Grocery Store,Delhi,Tablet,UPI,0,2,4,2024-08-09,2,0,1,0
IND10082,46246.06,2024-08-04 15:30:00,Clothing,Hyderabad,Desktop,Credit Card,0,15,6,2024-08-04,1,1,4,6
IND10082,22339.46,2024-07-16 00:30:00,Electronics,Bengaluru,Mobile,Debit Card,0,0,1,2024-07-16,0,2,2,1
IND10082,43176.37,2024-08-04 09:00:00,Jewelry,Chennai,Mobile,Credit Card,1,9,6,2024-08-04,0,1,3,3
IND10082,29243.01,2024-07-23 15:15:00,Jewelry,Mumbai,Desktop,Debit Card,1,15,1,2024-07-23,1,2,0,3
IND10082,48415.27,2024-08-02 00:30:00,Department Store,Chennai,Tablet,Credit Card,0,0,4,2024-08-02,2,1,3,4
IND10082,10606.55,2024-08-08 07:45:00,Travel Agency,Hyderabad,Tablet,Credit Card,0,7,3,2024-08-08,2,1,4,5
IND10082,28761.04,2024-08-13 20:00:00,Grocery Store,Bengaluru,Mobile,UPI,0,20,1,2024-08-13,0,0,2,0
IND10082,29575.31,2024-08-01 14:15:00,Clothing,Hyderabad,Tablet,Debit Card,0,14,3,2024-08-01,2,2,4,6
IND10083,44190.66,2024-08-02 19:45:00,Travel Agency,Bengaluru,Tablet,UPI,1,19,4,2024-08-02,2,0,2,5
IND10083,17707.2,2024-08-10 03:30:00,Travel Agency,Mumbai,Tablet,Credit Card,0,3,5,2024-08-10,2,1,0,5
IND10083,15643.45,2024-07-30 04:00:00,Travel Agency,Chennai,Tablet,UPI,0,4,1,2024-07-30,2,0,3,5
IND10083,5684.47,2024-08-13 17:30:00,Travel Agency,Delhi,Tablet,Debit Card,0,17,1,2024-08-13,2,2,1,5
IND10083,2276.63,2024-07-19 15:30:00,Travel Agency,Delhi,Tablet,Debit Card,0,15,4,2024-07-19,2,2,1,5
IND10083,28164.82,2024-08-03 20:45:00,Electronics,Bengaluru,Tablet,UPI,1,20,5,2024-08-03,2,0,2,1
IND10083,35795.57,2024-07-19 03:45:00,Electronics,Mumbai,Tablet,UPI,1,3,4,2024-07-19,2,0,0,1
IND10083,15889.81,2024-08-01 09:15:00,Travel Agency,Chennai,Mobile,Debit Card,1,9,3,2024-08-01,0,2,3,5
IND10083,24235.11,2024-08-09 05:00:00,Jewelry,Hyderabad,Tablet,UPI,1,5,4,2024-08-09,2,0,4,3
IND10083,32162.27,2024-08-11 21:30:00,Travel Agency,Delhi,Tablet,Debit Card,0,21,6,2024-08-11,2,2,1,5
IND10083,18722.03,2024-08-01 12:00:00,Grocery Store,Hyderabad,Mobile,Debit Card,0,12,3,2024-08-01,0,2,4,0
IND10083,33851.83,2024-08-04 11:30:00,Jewelry,Delhi,Desktop,UPI,1,11,6,2024-08-04,1,0,1,3
IND10083,19040.54,2024-08-04 13:30:00,Travel Agency,Mumbai,Desktop,Credit Card,1,13,6,2024-08-04,1,1,0,5
IND10083,31149.07,2024-07-16 02:30:00,Department Store,Mumbai,Tablet,Credit Card,0,2,1,2024-07-16,2,1,0,4
IND10084,16596.15,2024-08-11 18:30:00,Clothing,Hyderabad,Tablet,Debit Card,0,18,6,2024-08-11,2,2,4,6
IND10084,25845.61,2024-08-05 15:15:00,Department Store,Chennai,Tablet,UPI,0,15,0,2024-08-05,2,0,3,4
IND10084,27379.96,2024-08-10 05:00:00,Grocery Store,Hyderabad,Desktop,UPI,0,5,5,2024-08-10,1,0,4,0
IND10084,28853.81,2024-07-16 22:00:00,Travel Agency,Chennai,Desktop,Debit Card,1,22,1,2024-07-16,1,2,3,5
IND10084,4261.08,2024-08-03 14:45:00,Restaurant,Hyderabad,Desktop,Debit Card,0,14,5,2024-08-03,1,2,4,2
IND10084,4705.18,2024-08-09 00:30:00,Electronics,Hyderabad,Tablet,Credit Card,0,0,4,2024-08-09,2,1,4,1
IND10084,13829.41,2024-07-23 17:45:00,Department Store,Bengaluru,Desktop,Credit Card,0,17,1,2024-07-23,1,1,2,4
IND10084,36868.96,2024-08-11 01:15:00,Department Store,Delhi,Mobile,Credit Card,0,1,6,2024-08-11,0,1,1,4
IND10084,24802.06,2024-07-23 14:45:00,Jewelry,Hyderabad,Tablet,Debit Card,0,14,1,2024-07-23,2,2,4,3
IND10084,34936.17,2024-07-15 07:15:00,Pharmacy,Bengaluru,Mobile,Credit Card,0,7,0,2024-07-15,0,1,2,7
IND10084,29302.69,2024-08-04 04:00:00,Electronics,Hyderabad,Mobile,UPI,0,4,6,2024-08-04,0,0,4,1
IND10084,34600.58,2024-07-21 02:45:00,Electronics,Delhi,Mobile,Credit Card,1,2,6,2024-07-21,0,1,1,1
IND10084,44287.36,2024-08-12 21:45:00,Pharmacy,Chennai,Mobile,UPI,0,21,0,2024-08-12,0,0,3,7
IND10084,5594.43,2024-07-23 17:45:00,Clothing,Bengaluru,Desktop,Debit Card,0,17,1,2024-07-23,1,2,2,6
IND10085,35273.3,2024-08-12 08:00:00,Jewelry,Hyderabad,Desktop,Debit Card,0,8,0,2024-08-12,1,2,4,3
IND10085,21351.93,2024-08-06 12:30:00,Electronics,Mumbai,Mobile,UPI,0,12,1,2024-08-06,0,0,0,1
IND10085,33531.63,2024-07-17 04:15:00,Department Store,Hyderabad,Tablet,Credit Card,0,4,2,2024-07-17,2,1,4,4
IND10085,30596.38,2024-08-11 16:30:00,Electronics,Mumbai,Desktop,Debit Card,0,16,6,2024-08-11,1,2,0,1
IND10085,5201.16,2024-07-19 21:30:00,Jewelry,Mumbai,Desktop,Credit Card,0,21,4,2024-07-19,1,1,0,3
IND10085,15165.65,2024-08-07 08:45:00,Pharmacy,Bengaluru,Desktop,UPI,0,8,2,2024-08-07,1,0,2,7
IND10085,37509.21,2024-07-22 23:00:00,Electronics,Mumbai,Mobile,UPI,1,23,0,2024-07-22,0,0,0,1
IND10085,3120.24,2024-07-25 20:45:00,Travel Agency,Delhi,Desktop,Debit Card,0,20,3,2024-07-25,1,2,1,5
IND10085,19953.86,2024-07-26 08:00:00,Restaurant,Hyderabad,Tablet,Debit Card,0,8,4,2024-07-26,2,2,4,2
IND10085,41124.64,2024-08-03 23:15:00,Clothing,Delhi,Desktop,Debit Card,0,23,5,2024-08-03,1,2,1,6
IND10085,2973.07,2024-07-23 20:00:00,Jewelry,Bengaluru,Tablet,UPI,1,20,1,2024-07-23,2,0,2,3
IND10086,23033.25,2024-08-09 01:30:00,Clothing,Delhi,Tablet,Debit Card,0,1,4,2024-08-09,2,2,1,6
IND10086,29167.91,2024-07-15 11:15:00,Travel Agency,Delhi,Mobile,Credit Card,1,11,0,2024-07-15,0,1,1,5
IND10086,36838.47,2024-08-10 11:45:00,Department Store,Delhi,Desktop,Debit Card,0,11,5,2024-08-10,1,2,1,4
IND10086,1027.23,2024-08-13 21:00:00,Clothing,Delhi,Desktop,UPI,0,21,1,2024-08-13,1,0,1,6
IND10086,48371.34,2024-07-29 02:30:00,Department Store,Bengaluru,Desktop,Credit Card,0,2,0,2024-07-29,1,1,2,4
IND10086,7344.53,2024-07-25 09:30:00,Restaurant,Bengaluru,Tablet,Debit Card,0,9,3,2024-07-25,2,2,2,2
IND10086,39540.65,2024-07-24 09:45:00,Pharmacy,Bengaluru,Tablet,UPI,0,9,2,2024-07-24,2,0,2,7
IND10086,19481.96,2024-07-26 03:45:00,Travel Agency,Chennai,Mobile,UPI,1,3,4,2024-07-26,0,0,3,5
IND10086,20671.79,2024-08-09 14:45:00,Pharmacy,Delhi,Tablet,Credit Card,0,14,4,2024-08-09,2,1,1,7
IND10086,1221.21,2024-08-10 15:00:00,Pharmacy,Mumbai,Mobile,Debit Card,0,15,5,2024-08-10,0,2,0,7
IND10086,34090.4,2024-07-23 08:45:00,Jewelry,Bengaluru,Tablet,UPI,1,8,1,2024-07-23,2,0,2,3
IND10086,26816.93,2024-08-13 15:00:00,Pharmacy,Mumbai,Tablet,Credit Card,0,15,1,2024-08-13,2,1,0,7
IND10086,46853.74,2024-08-09 18:15:00,Electronics,Chennai,Tablet,UPI,1,18,4,2024-08-09,2,0,3,1
IND10087,19642.9,2024-08-01 16:30:00,Jewelry,Delhi,Mobile,Credit Card,1,16,3,2024-08-01,0,1,1,3
IND10087,27322.6,2024-07-17 22:30:00,Clothing,Hyderabad,Desktop,UPI,0,22,2,2024-07-17,1,0,4,6
IND10087,33720.99,2024-07-25 11:00:00,Restaurant,Hyderabad,Tablet,UPI,0,11,3,2024-07-25,2,0,4,2
IND10087,10110.33,2024-07-31 16:15:00,Restaurant,Bengaluru,Desktop,UPI,0,16,2,2024-07-31,1,0,2,2
IND10087,7177.09,2024-07-23 13:30:00,Department Store,Mumbai,Mobile,Debit Card,0,13,1,2024-07-23,0,2,0,4
